ActivityDisabled,_-myKAOLaEeCVSp8F0qHMxQ,ToDoItem,n_toDoItem_1;INTERRUPTIVE_PRIORITY_1;HIGH_PRIORITY_1;MED_PRIORITY_1;LOW_PRIORITY_1;thePoster_1;theHeadline_1;thePriority_1;theDescription_1;theMoreInfoURL_1;theOffenders_1;theWizard_1;cachedExpandedHeadline_1;cachedExpandedDescription_1;serialVersionUID_1;checkArgument_dm_1;checkOffs_offs_1;getHeadline_return_1;getDescription_return_1;getMoreInfoURL_return_1;getPriority_return_1;getProgress_return_1;getOffenders_return_1;setOffenders_offenders_1;getPoster_return_1;getClarifier_return_1;getWizard_return_1;containsKnowledgeType_type_return_1;supports_d_return_1;supports_g_return_1;hashCode_return_1;equals_o_return_1;select__1;deselect__1;action__1;changed__1;fixIt__1;canFixIt_return_1;stillValid_d_return_1;toString_return_1
ActivityDisabled,_-l4yIOLaEeCVSp8F0qHMxQ,GoalModel,n_goalModel_1;goals_1;getGoalList_return_1;hasGoal_goalName_return_1;setGoalPriority_goalName_priority_1;startDesiring_goalName_1;stopDesiring_goalName_1
ActivityDisabled,_-moZAeLaEeCVSp8F0qHMxQ,UnresolvableException,n_unresolvableException_1
ActivityDisabled,_-ll3MOLaEeCVSp8F0qHMxQ,ToDoList,n_toDoList_1;LOG_1;SLEEP_SECONDS_1;items_1;itemSet_1;allOffenders_1;allPosters_1;resolvedItems_1;validityChecker_1;designer_1;listenerList_1;longestToDoList_1;numNotValid_1;isPaused_1;pausedMutex_1;run__1;forceValidityCheck__1;forceValidityCheck_removes_1;pause__1;resume__1;isPaused_return_1;setPaused_paused_1;notifyObservers_action_arg_1;notifyObservers__1;getToDoItemList_return_1;getResolvedItems_return_1;getOffenders_return_1;addOffenders_newoffs_1;getPosters_return_1;addPosters_newp_1;getDecisionList_return_1;getGoalList_return_1;addE_item_1;addElement_item_1;removeAll_list_1;removeE_item_return_1;removeElement_item_return_1;resolve_item_return_1;explicitlyResolve_item_reason_return_1;addResolvedCritic_rc_return_1;removeAllElements__1;elementListForOffender_offender_return_1;size_return_1;get_index_return_1;recomputeAllOffenders__1;recomputeAllPosters__1;fireToDoListChanged__1;fireToDoItemChanged_item_1;fireToDoItemAdded_item_1;fireToDoItemsAdded_theItems_1;fireToDoItemRemoved_item_1;fireToDoItemsRemoved_theItems_1;toString_return_1
ActivityDisabled,_-ksfUOLaEeCVSp8F0qHMxQ,CompoundCritic,n_compoundCritic_1;critics_1;extraDesignMaterials_1;getCriticList_return_1;critique_dm_dsgr_1;supports_d_return_1;getSupportedDecisions_return_1;supports_g_return_1;getSupportedGoals_return_1;containsKnowledgeType_type_return_1;addKnowledgeType_type_1;expand_desc_offs_return_1;getClarifier_return_1;isActive_return_1;isEnabled_return_1;toDoItem_dm_dsgr_return_1;getCriticizedDesignMaterials_return_1;addExtraCriticizedDesignMaterial_dm_1;toString_return_1
ActivityDisabled,_-nFE8eLaEeCVSp8F0qHMxQ,Translator,n_translator_1;translator_1;setTranslator_trans_1;localize_key_return_1;messageFormat_key_args_return_1
ActivityDisabled,_-k2QUuLaEeCVSp8F0qHMxQ,StandardCM,n_standardCM_1
ActivityDisabled,_-k2QVOLaEeCVSp8F0qHMxQ,EnabledCM,n_enabledCM_1;isRelevant_c_d_return_1
ActivityDisabled,_-lABUOLaEeCVSp8F0qHMxQ,NotSnoozedCM,n_notSnoozedCM_1;isRelevant_c_d_return_1
ActivityDisabled,_-lABUeLaEeCVSp8F0qHMxQ,DesignGoalsCM,n_designGoalsCM_1;isRelevant_c_d_return_1
ActivityDisabled,_-lABUuLaEeCVSp8F0qHMxQ,CurDecisionCM,n_curDecisionCM_1;isRelevant_c_d_return_1
ActivityDisabled,_-lABU-LaEeCVSp8F0qHMxQ,CompositeCM,n_compositeCM_1;mechs_1;getMechList_return_1;addMech_cm_1
ActivityDisabled,_-lABVOLaEeCVSp8F0qHMxQ,AndCM,n_andCM_1;isRelevant_c_d_return_1
ActivityDisabled,_-lABVeLaEeCVSp8F0qHMxQ,OrCM,n_orCM_1;isRelevant_c_d_return_1
ActivityDisabled,_-l4yIuLaEeCVSp8F0qHMxQ,Agency,n_agency_1;LOG_1;criticRegistry_1;critics_1;controlMech_1;singletonCritics_1;cachedCritics_1;theAgency_return_1;getCriticRegistry_return_1;getCriticList_return_1;addCritic_cr_1;register_crClassName_dmClassName_1;register_cr_clazz_1;register_cr_clazz_2;register_cr_1;criticsForClass_clazz_return_1;criticListForSpecificClass_clazz_return_1;applyAllCritics_dm_d_reasonCode_1;applyCritics_dm_d_theCritics_reasonCode_1;addStaticObserver_obs_1
ActivityDisabled,_-nFE8-LaEeCVSp8F0qHMxQ,DecisionModel,n_decisionModel_1;decisions_1;getDecisionList_return_1;setDecisionPriority_decision_priority_1;defineDecision_decision_priority_1;findDecision_decName_return_1
ActivityDisabled,_-mfPEOLaEeCVSp8F0qHMxQ,Critic,n_critic_1;LOG_1;PROBLEM_FOUND_1;NO_PROBLEM_1;ENABLED_1;SNOOZE_ORDER_1;KT_DESIGNERS_1;KT_CORRECTNESS_1;KT_COMPLETENESS_1;KT_CONSISTENCY_1;KT_SYNTAX_1;KT_SEMANTICS_1;KT_OPTIMIZATION_1;KT_PRESENTATION_1;KT_ORGANIZATIONAL_1;KT_EXPERIENCIAL_1;KT_TOOL_1;priority_1;headline_1;description_1;moreInfoURL_1;args_1;DEFAULT_CLARIFIER_1;clarifier_1;decisionCategory_1;supportedDecisions_1;supportedGoals_1;criticType_1;isActive_1;controlRecs_1;knowledgeTypes_1;triggerMask_1;defaultMoreInfoURL_return_1;getCriticKey_return_1;getCriticCategory_return_1;getCriticName_return_1;critique_dm_dsgr_1;postItem_item_dm_dsgr_1;predicate_dm_dsgr_return_1;stillValid_i_dsgr_return_1;supports_d_return_1;getSupportedDecisions_return_1;supports_g_return_1;getSupportedGoals_return_1;containsKnowledgeType_type_return_1;addKnowledgeType_type_1;getKnowledgeTypes_return_1;setKnowledgeTypes_kt_1;setKnowledgeTypes_t1_1;setKnowledgeTypes_t1_t2_1;setKnowledgeTypes_t1_t2_t3_1;reasonCodeFor_s_return_1;getTriggerMask_return_1;matchReason_patternCode_return_1;expand_desc_offs_return_1;getClarifier_return_1;isActive_return_1;beActive__1;beInactive__1;addControlRec_name_controlData_return_1;getControlRec_name_return_1;isEnabled_return_1;snoozeOrder_return_1;snooze__1;unsnooze__1;isSnoozed_return_1;isRelevantToDecisions_dsgr_return_1;isRelevantToGoals_dsgr_return_1;makeWizard_item_return_1;getWizardClass_item_return_1;getDecisionCategory_return_1;getCriticType_return_1;getHeadline_dm_dsgr_return_1;getHeadline_offenders_dsgr_return_1;getHeadline_return_1;getPriority_offenders_dsgr_return_1;getPriority_return_1;getDescription_offenders_dsgr_return_1;getDescriptionTemplate_return_1;getMoreInfoURL_offenders_dsgr_return_1;getMoreInfoURL_return_1;setArg_name_value_1;getArg_name_return_1;getArgs_return_1;getCriticizedDesignMaterials_return_1;toDoItem_dm_dsgr_return_1;canFixIt_item_return_1;fixIt_item_arg_1;toString_return_1
ActivityDisabled,_-m7T8eLaEeCVSp8F0qHMxQ,Decision,n_decision_1;UNSPEC_1;name_1;priority_1;hashCode_return_1;equals_d2_return_1;getName_return_1;getPriority_return_1;toString_return_1
ActivityDisabled,_-moZA-LaEeCVSp8F0qHMxQ,ToDoListEvent,n_toDoListEvent_1;items_1;getToDoItemList_return_1
ActivityDisabled,_-mCjIeLaEeCVSp8F0qHMxQ,ResolvedCritic,n_resolvedCritic_1;LOG_1;critic_1;offenders_1;hashCode_return_1;equals_obj_return_1;getCriticString_c_return_1;importOffenders_set_canCreate_1;getCritic_return_1;getOffenderList_return_1;toString_return_1
ActivityDisabled,_-lJLQuLaEeCVSp8F0qHMxQ,Designer,n_designer_1;LOG_1;theDesignerSingleton_1;userWorking_1;unspecifiedDecision_1;unspecifiedGoal_1;saveAction_1;AUTO_CRITIQUE_1;toDoList_1;prefs_1;designerName_1;decisions_1;goals_1;agency_1;clarifier_1;critiquerThread_1;critiquingInterval_1;critiqueCPUPercent_1;hotQueue_1;hotReasonQueue_1;addQueue_1;addReasonQueue_1;removeQueue_1;longestAdd_1;longestHot_1;warmQueue_1;childGenerator_1;critiquingRoot_1;critiqueDuration_1;critiqueLock_1;pcs_1;MODEL_TODOITEM_ADDED_1;MODEL_TODOITEM_DISMISSED_1;serialVersionUID_1;theDesigner_return_1;spawnCritiquer_root_1;run__1;critiqueASAP_dm_reason_1;critique_des_1;addListener_pcl_1;setSaveAction_theSaveAction_1;firePropertyChange_property_oldValue_newValue_1;propertyChange_pce_1;determineActiveCritics__1;getAutoCritique_return_1;getCritiquingInterval_return_1;disableCritiquing__1;enableCritiquing__1;clearCritiquing__1;getCritiquingRoot_return_1;getChildGenerator_return_1;setChildGenerator_cg_1;getDecisionModel_return_1;getGoalModel_return_1;getGoalList_return_1;stillValid_i_d_return_1;supports_d_return_1;getSupportedDecisions_return_1;supports_g_return_1;getSupportedGoals_return_1;containsKnowledgeType_type_return_1;expand_desc_offs_return_1;getClarifier_return_1;setClarifier_clar_1;getToDoList_return_1;removeToDoItems_list_1;getPrefs_return_1;isConsidering_d_return_1;setDecisionPriority_decision_priority_1;hasGoal_goal_return_1;setGoalPriority_goal_priority_1;startDesiring_goal_1;stopDesiring_goal_1;snooze__1;unsnooze__1;getAgency_return_1;inform_item_1;setDesignerName_name_1;getDesignerName_return_1;toString_return_1;fixIt_item_arg_1;canFixIt_item_return_1;setUserWorking_working_1;isUserWorking_return_1
ActivityDisabled,_-lS8QeLaEeCVSp8F0qHMxQ,EmptyChildGenerator,n_emptyChildGenerator_1;serialVersionUID_1;gen_o_return_1
ActivityDisabled,_-nX_4OLaEeCVSp8F0qHMxQ,ChecklistStatus,n_checklistStatus_1;numChecks_1;add_item_return_1
ActivityDisabled,_-nO18-LaEeCVSp8F0qHMxQ,Checklist,n_checklist_1;nextCategory_1;getCheckItemList_return_1;addItem_description_1;addAll_list_1;setNextCategory_cat_1;toString_return_1
ActivityDisabled,_-nO18eLaEeCVSp8F0qHMxQ,CheckManager,n_checkManager_1;lists_1;statuses_1;getChecklistFor_dm_return_1;lookupChecklist_cls_return_1;register_dm_cl_1;getStatusFor_dm_return_1
ActivityDisabled,_-nX_4uLaEeCVSp8F0qHMxQ,CheckItem,n_checkItem_1;category_1;description_1;moreInfoURL_1;predicate_1;getCategory_return_1;getDescription_return_1;getDescription_dm_return_1;getMoreInfoURL_return_1;getPredicate_return_1;getPredicate2_return_1;hashCode_return_1;equals_o_return_1;toString_return_1;expand_desc_dm_return_1
ActivityDisabled,_-nq60OLaEeCVSp8F0qHMxQ,TabChecklist,n_tabChecklist_1;target_1;tableModel_1;shouldBeEnabled_1;table_1;findTarget_t_return_1;getTarget_return_1;refresh__1;shouldBeEnabled_t_return_1;resizeColumns__1;actionPerformed_ae_1;valueChanged_lse_1
ActivityDisabled,_-nq60uLaEeCVSp8F0qHMxQ,TableModelChecklist,n_tableModelChecklist_1;LOG_1;target_1;panel_1;getColumnCount_return_1;getColumnName_c_return_1;getColumnClass_c_return_1;isCellEditable_row_col_return_1;getRowCount_return_1;getValueAt_row_col_return_1;setValueAt_aValue_rowIndex_columnIndex_1;vetoableChange_pce_1;propertyChange_evt_1
ActivityDisabled,_-n0r0OLaEeCVSp8F0qHMxQ,InitCheckListUI,n_initCheckListUI_1;getDetailsTabs_return_1;getProjectSettingsTabs_return_1;getSettingsTabs_return_1;init__1
ActivityDisabled,_-n-c0OLaEeCVSp8F0qHMxQ,SnoozeOrder,n_snoozeOrder_1;LOG_1;INITIAL_INTERVAL_MS_1;snoozeUntil_1;snoozeAgain_1;interval_1;now_1;serialVersionUID_1;getNow_return_1;getSnoozed_return_1;snooze__1;unsnooze__1;nextInterval_last_return_1
ActivityDisabled,_-n-c0uLaEeCVSp8F0qHMxQ,Wizard,n_wizard_1;panels_1;step_1;finished_1;started_1;item_1;getToDoItem_return_1;getProgress_return_1;getNumSteps_return_1;getCurrentPanel_return_1;getPanel_s_return_1;canGoNext_return_1;next__1;canGoBack_return_1;back__1;canFinish_return_1;isStarted_return_1;isFinished_return_1;finish__1;makePanel_newStep_return_1;doAction_oldStep_1;doAction__1;undoAction_oldStep_1;undoAction__1;getStep_return_1
ActivityDisabled,_-oRXwOLaEeCVSp8F0qHMxQ,CriticBrowserDialog,n_criticBrowserDialog_1;LOG_1;numCriticBrowser_1;NUM_COLUMNS_1;HIGH_1;MEDIUM_1;LOW_1;PRIORITIES_1;ALWAYS_1;IF_ONLY_ONE_1;NEVER_1;USE_CLAR_1;INSET_PX_1;criticsLabel_1;clsNameLabel_1;headlineLabel_1;priorityLabel_1;moreInfoLabel_1;descLabel_1;clarifierLabel_1;table_1;className_1;headline_1;priority_1;moreInfo_1;desc_1;useClar_1;wakeButton_1;configButton_1;networkButton_1;goButton_1;advancedButton_1;target_1;addListeners__1;enableFieldsAndButtons__1;setTarget_cr_1;updateButtonsEnabled__1;setTargetHeadline__1;setTargetPriority__1;setTargetMoreInfo__1;setTargetDesc__1;setTargetUseClarifiers__1;valueChanged_lse_1;update_o_arg_1
ActivityDisabled,_-oHmwOLaEeCVSp8F0qHMxQ,TableModelCritics,n_tableModelCritics_1;LOG_1;critics_1;advanced_1;getCriticAtRow_row_return_1;getColumnCount_return_1;getColumnName_c_return_1;getColumnClass_c_return_1;isCellEditable_row_col_return_1;getRowCount_return_1;getValueAt_row_col_return_1;listToString_l_return_1;setValueAt_aValue_rowIndex_columnIndex_1;vetoableChange_pce_1;setAdvanced_advancedMode_1
ActivityDisabled,_-oRXwuLaEeCVSp8F0qHMxQ,TableCritics,n_tableCritics_1;initialised_1;DESC_WIDTH_TEXT_1;setColumnWidths__1;getCriticAtRow_row_return_1;getInitialSize_return_1;setAdvanced_mode_1
ActivityDisabled,_-oahseLaEeCVSp8F0qHMxQ,ActionOpenCritics,n_actionOpenCritics_1;actionPerformed_ae_1
ActivityDisabled,_-qpWU-LaEeCVSp8F0qHMxQ,WizDescription,n_wizDescription_1;LOG_1;description_1;serialVersionUID_1;setTarget_item_1
ActivityDisabled,_-qpWUeLaEeCVSp8F0qHMxQ,GoListToOffenderToItem,n_goListToOffenderToItem_1;lastParent_1;cachedChildrenList_1;getChild_parent_index_return_1;getChildCount_parent_return_1;getIndexOfChild_parent_child_return_1;isLeaf_node_return_1;getChildrenList_parent_return_1;valueForPathChanged_path_newValue_1
ActivityDisabled,_-riuMOLaEeCVSp8F0qHMxQ,ActionOpenGoals,n_actionOpenGoals_1;actionPerformed_ae_1
ActivityDisabled,_-ouDsOLaEeCVSp8F0qHMxQ,GoListToTypeToItem,n_goListToTypeToItem_1;getChild_parent_index_return_1;getChildCount_parent_return_1;getIndexOfChild_parent_child_return_1;isLeaf_node_return_1;valueForPathChanged_path_newValue_1
ActivityDisabled,_-pKIkuLaEeCVSp8F0qHMxQ,WizStepCue,n_wizStepCue_1;instructions_1;serialVersionUID_1
ActivityDisabled,_-qDgcuLaEeCVSp8F0qHMxQ,ToDoByDecision,n_toDoByDecision_1;LOG_1;toDoItemsChanged_tde_1;toDoItemsAdded_tde_1;toDoItemsRemoved_tde_1;toDoListChanged_tde_1
ActivityDisabled,_-pdqkeLaEeCVSp8F0qHMxQ,ToDoByPoster,n_toDoByPoster_1;LOG_1;toDoItemsChanged_tde_1;toDoItemsAdded_tde_1;toDoItemsRemoved_tde_1;toDoListChanged_tde_1
ActivityDisabled,_-qWbZOLaEeCVSp8F0qHMxQ,ToDoByOffender,n_toDoByOffender_1;LOG_1;toDoItemsChanged_tde_1;toDoItemsAdded_tde_1;toDoItemsRemoved_tde_1;toDoListChanged_tde_1
ActivityDisabled,_-qzHUeLaEeCVSp8F0qHMxQ,PriorityNode,n_priorityNode_1;HIGH_1;MEDIUM_1;LOW_1;priorities_1;name_1;priority_1;getPriorityList_return_1;getName_return_1;getPriority_return_1;toString_return_1
ActivityDisabled,_-rGCQuLaEeCVSp8F0qHMxQ,WizStepManyTextFields,n_wizStepManyTextFields_1;instructions_1;fields_1;serialVersionUID_1;getStringList_return_1
ActivityDisabled,_-pT5kOLaEeCVSp8F0qHMxQ,DesignIssuesDialog,n_designIssuesDialog_1;mainPanel_1;slidersToDecisions_1;slidersToDigits_1;initMainPanel__1;stateChanged_ce_1;getValueText_priority_return_1
ActivityDisabled,_-r_aIOLaEeCVSp8F0qHMxQ,WizStep,n_wizStep_1;WIZ_ICON_1;mainPanel_1;backButton_1;nextButton_1;finishButton_1;helpButton_1;buttonPanel_1;target_1;serialVersionUID_1;getMainPanel_return_1;getWizardIcon_return_1;setMnemonic_b_key_1;setTarget_item_1;enableButtons__1;refresh__1;getWizard_return_1;doBack__1;doNext__1;doFinsh__1;doHelp__1;updateTabToDo__1;actionPerformed_ae_1
ActivityDisabled,_-riuMuLaEeCVSp8F0qHMxQ,ActionSnooze,n_actionSnooze_1;actionPerformed_ae_1
ActivityDisabled,_-pm0guLaEeCVSp8F0qHMxQ,ToDoItemAction,n_toDoItemAction_1;rememberedTarget_1;getRememberedTarget_return_1;updateEnabled_target_1;isEnabled_target_return_1
ActivityDisabled,_-p5vcOLaEeCVSp8F0qHMxQ,ToDoPane,n_toDoPane_1;LOG_1;WARN_THRESHOLD_1;ALARM_THRESHOLD_1;WARN_COLOR_1;ALARM_COLOR_1;clicksInToDoPane_1;dblClicksInToDoPane_1;toDoPerspectivesChanged_1;tree_1;combo_1;perspectives_1;curPerspective_1;root_1;countLabel_1;lastSel_1;serialVersionUID_1;getRoot_return_1;getPerspectiveList_return_1;setPerspectives_pers_1;getCurPerspective_return_1;setCurPerspective_per_1;getSelectedObject_return_1;selectItem_item_1;swingInvoke_task_1;toDoItemsChanged_tde_1;toDoItemsAdded_tde_1;toDoItemsRemoved_tde_1;toDoListChanged_tde_1;formatCountLabel_size_return_1;updateCountLabel__1;updateTree__1;mySingleClick_row_path_1;myDoubleClick_row_path_1;buildPerspectives_return_1
ActivityDisabled,_-okSs-LaEeCVSp8F0qHMxQ,GoListToPosterToItem,n_goListToPosterToItem_1;getChild_parent_index_return_1;getChildCount_parent_return_1;getIndexOfChild_parent_child_return_1;isLeaf_node_return_1;getChildrenList_parent_return_1;valueForPathChanged_path_newValue_1
ActivityDisabled,_-pKIkOLaEeCVSp8F0qHMxQ,GoalsDialog,n_goalsDialog_1;DIALOG_WIDTH_1;DIALOG_HEIGHT_1;mainPanel_1;slidersToGoals_1;slidersToDigits_1;serialVersionUID_1;initMainPanel__1;stateChanged_ce_1
ActivityDisabled,_-oahtOLaEeCVSp8F0qHMxQ,AddToDoItemDialog,n_addToDoItemDialog_1;PRIORITIES_1;TEXT_ROWS_1;TEXT_COLUMNS_1;INSET_PX_1;headLineTextField_1;priorityComboBox_1;moreinfoTextField_1;offenderList_1;descriptionTextArea_1;doAdd__1
